dataset,model,target_feature,frac,qini_coeff,num_participants,avg_normalised_rank,median_normalised_rank,avg_modified_normalised_rank,median_modified_normalised_rank,ci_low,ci_high,baseline_qini_coeff
hillstrom,uplift_rf,newbie,0.08,0.05862500730068423,509,0.5687903452147067,0.5703703703703704,0.3848509260096506,0.3417015341701534,0.17322934561649828,0.194649492793614,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.05878597229441389,509,0.5656074261182316,0.5693121693121693,0.45689538001507457,0.45178197064989517,0.09765893298286209,0.11976515922345203,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.07091451692627848,509,0.5780875458675065,0.5989417989417989,0.475999856292226,0.4937439846005775,0.09152516160192571,0.11265021754863545,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06474932671852827,509,0.578426419683787,0.6084656084656085,0.40085692673987094,0.3962101636520241,0.16520017537350157,0.18993881051433065,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06620651535946137,509,0.5736281327636927,0.580952380952381,0.42144254527273595,0.39704329461457233,0.14186270748203234,0.16250846749988113,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06330694912630203,509,0.5932162867329862,0.6931216931216931,0.4545782517166924,0.5385144429160935,0.12675214834010567,0.15052392169248185,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06756950441334413,509,0.5745615949938151,0.580952380952381,0.4209859813953355,0.30444282592862343,0.14223392384658823,0.1649173033503708,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06872538039804067,509,0.5607862704129895,0.5470899470899471,0.4403408283816771,0.4460511679644049,0.1090990252668764,0.13179185879574837,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.061789745119806144,509,0.5848130476814171,0.6052910052910053,0.4788333973713018,0.4915129151291513,0.09567006969524744,0.11628923092498303,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.0736917180267582,509,0.5591417968628184,0.5661375661375662,0.3749495830026412,0.34105960264900664,0.17338527812643945,0.19499914959391512,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06782862133815924,509,0.576696707934429,0.6063492063492063,0.5728341940872675,0.6377245508982036,-0.007788579552988022,0.015513607247310926,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.07560270243520859,509,0.5587114479059468,0.5439153439153439,0.4142871451134481,0.36,0.13421049024602388,0.1546381153389737,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06098129328641687,509,0.6006923004958368,0.7132275132275132,0.4020238645556454,0.4764705882352941,0.18619670818267642,0.21114016369770638,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06727908040068385,509,0.5757965093917943,0.5925925925925926,0.4848785512368654,0.525963149078727,0.08138978666184706,0.10044612964801071,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.07037420068670545,509,0.5666323634889451,0.580952380952381,0.437415772297001,0.3884297520661157,0.11804010113417483,0.14039308124971303,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.059798573134581395,509,0.5851477635367616,0.6423280423280423,0.48557821025758985,0.42994241842610365,0.08779536873190823,0.11134373782643521,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06921512919116182,509,0.5777070924418666,0.6084656084656085,0.5459863535204494,0.5269709543568465,0.020223150902603328,0.043218326940231026,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.07028363574066679,509,0.5837610835646199,0.617989417989418,0.46476240628915166,0.49410898379970547,0.10922260692228929,0.12877474762864718,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.059159329507580585,509,0.5766655232274093,0.580952380952381,0.4453333477163966,0.36238846945778996,0.1196203120333828,0.14304403898864265,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06276127192042669,509,0.5764867309071631,0.6423280423280423,0.54545466637758,0.6249153689911984,0.02100004804341573,0.04106408101575054,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06671296382828966,509,0.5774430619224333,0.5989417989417989,0.5021160739014312,0.4962901896125309,0.06397029392126233,0.0866836821207416,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.0574195111956077,509,0.5889127971642707,0.6338624338624339,0.4587896412431027,0.5676567656765676,0.11909543052674298,0.1411508813155929,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06500262285491448,509,0.5847090986580181,0.617989417989418,0.4362241841966554,0.4557926829268293,0.13918010691142266,0.1577897220113029,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.0645753148018065,509,0.5756738495441834,0.6761904761904762,0.48545529134581367,0.5775862068965517,0.07918523098665897,0.10125188541008076,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.07173666648995296,509,0.5831664951507782,0.6031746031746031,0.40663561510783425,0.36329588014981273,0.1653324226244571,0.18772933746143047,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06582720557941857,509,0.5640544277086518,0.5661375661375662,0.45200959009024005,0.376271186440678,0.10240503236187573,0.12168464287494743,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.07669320669271547,509,0.5963368364154218,0.7132275132275132,0.5614070078249945,0.6480075901328273,0.02336555531011456,0.0464941018707402,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.0670107733797829,509,0.5720335547447531,0.5904761904761905,0.468572235705022,0.42374727668845313,0.09378846013581084,0.11313417794365145,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.056842877243253404,509,0.5528279331815678,0.526984126984127,0.4573469510977349,0.42631993695823484,0.08507525641784126,0.10588670774982452,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06244770509199177,509,0.5621978981507468,0.5841269841269842,0.5183789333628315,0.5400475812846947,0.03156730331329083,0.056070626262540044,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.05867911160401317,509,0.5683994968867268,0.5957671957671957,0.5139194782106521,0.5309798270893372,0.04321716520764109,0.0657428721445083,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06199166649367276,509,0.5738713734784462,0.6084656084656085,0.45337150524463493,0.4417277913610432,0.10938088859475402,0.13161884787286857,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.05987752173161884,509,0.560347605534246,0.580952380952381,0.48195548742526584,0.4016962220508867,0.06648003304960806,0.09030420316835233,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06639425256786835,509,0.564615752435006,0.5746031746031746,0.47891980710841225,0.488,0.0740639786927342,0.0973279119604531,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.05874849770769441,509,0.5684805771249779,0.5756613756613757,0.4477925549431573,0.4243663123466885,0.10973573907578042,0.1316403052878609,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.0735968685874497,509,0.5580856747850854,0.5661375661375662,0.40995945256998917,0.3742926434923201,0.13698438860274154,0.1592680558274509,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.07585604491207111,509,0.58143678340142,0.6402116402116402,0.4324884240237506,0.5118956254796623,0.1375730452760516,0.16032367347928725,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06258508301317832,509,0.5832912339788567,0.617989417989418,0.5156775169255559,0.5467625899280576,0.0567412321831186,0.0784862019234833,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.05756022837974906,509,0.5738256359081507,0.5957671957671957,0.4652114776826488,0.45261984392419174,0.09721517935830541,0.1200131370926983,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06479927276068646,509,0.5689213209841893,0.5756613756613757,0.46469440046795224,0.44271844660194176,0.09130015621080913,0.11715368482166506,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.0650039040669839,509,0.5524059001465681,0.5396825396825397,0.44827014788152275,0.44768856447688565,0.09161932211879986,0.11665218241129097,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06064560451197871,509,0.5655346618018524,0.580952380952381,0.39342831891286356,0.3223495702005731,0.16103051844997954,0.18318216732799805,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06174285830091505,509,0.5702393946008877,0.6052910052910053,0.42162149557228057,0.3545994065281899,0.13659670465504486,0.16063909340216947,0.06136241235788844
hillstrom,uplift_rf,newbie,0.08,0.06707863205542573,509,0.5668652093013585,0.5703703703703704,0.4941760062644639,0.5373665480427047,0.059895907615789425,0.0854824984580001,0.06136241235788844
