dataset,model,target_feature,frac,qini_coeff,num_participants,avg_normalised_rank,median_normalised_rank,avg_modified_normalised_rank,median_modified_normalised_rank,ci_low,ci_high,baseline_qini_coeff
starbucks,mlp,V4,0.03,-0.04155216828553213,398,0.6639813383208542,0.6819279207526507,0.5387837269730384,0.5482058533875407,0.0906676961235733,0.15972752657205797,0.11323579917450567
starbucks,mlp,V4,0.03,-0.00100258492951442,398,0.6769345007680646,0.7246627507591219,0.4768757276855693,0.45433801404212637,0.16286585560318975,0.23725169056180076,0.11323579917450567
starbucks,mlp,V4,0.03,-0.009015857281580296,398,0.6697790310505186,0.7143337149683906,0.45147915537595845,0.4523779392037257,0.18411427329348276,0.2524854780556377,0.11323579917450567
starbucks,mlp,V4,0.03,0.12633441753186997,398,0.6802714103145525,0.7226093882224103,0.41821334509360353,0.3803596641153303,0.22546021657918175,0.2986559138627162,0.11323579917450567
starbucks,mlp,V4,0.03,0.07138418457142871,398,0.6755721586677977,0.6960650107023745,0.4344707947299205,0.4087051497727672,0.20495261658458458,0.2772501112911697,0.11323579917450567
starbucks,mlp,V4,0.03,-0.027229674598748355,398,0.6739997588620088,0.6934267509582359,0.5824931119351052,0.6028906230396709,0.05808610358623543,0.12492719026757163,0.11323579917450567
starbucks,mlp,V4,0.03,-0.05105746145950752,398,0.6782987189419145,0.7261934391955797,0.5514212784341102,0.5611784922670784,0.0945102074157893,0.15924467359981948,0.11323579917450567
starbucks,mlp,V4,0.03,0.0462266176854007,398,0.675356222598382,0.7048260241923441,0.4459875190253025,0.4356420816173718,0.19863309080603625,0.26010431634012265,0.11323579917450567
starbucks,mlp,V4,0.03,-0.002196391531228197,398,0.667488470277116,0.719896460749664,0.496569109448656,0.5124110810540026,0.13327796095559946,0.20856076070132074,0.11323579917450567
starbucks,mlp,V4,0.03,0.04316441162493132,398,0.6732669645204469,0.7192617850564986,0.44950209752894055,0.4505174482551745,0.18582414416348148,0.26170558981953107,0.11323579917450567
starbucks,mlp,V4,0.03,0.08342598876633328,398,0.6741861155045976,0.7142839364826522,0.4746897400346228,0.4432252743132795,0.17030926570901045,0.22868348523093884,0.11323579917450567
