dataset,model,target_feature,frac,qini_coeff,num_participants,avg_normalised_rank,median_normalised_rank,avg_modified_normalised_rank,median_modified_normalised_rank,ci_low,ci_high,baseline_qini_coeff
hillstrom,uplift_rf,history,0.1,0.06804899349755825,256,0.5277736441798943,0.4973544973544973,0.34149175631431244,0.3208606173994387,0.14656703058965465,0.22599674514150886,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.07207333961897776,256,0.5184565145502645,0.5037037037037037,0.4940464491614256,0.44095038434661077,4.561848748665248e-05,0.0487745122901913,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06843204932419245,256,0.5326926256613757,0.5126984126984127,0.47944808467741934,0.4221774193548387,0.03103594349827804,0.07545313846963458,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.0627324534880575,256,0.5102637235449735,0.4857142857142857,0.37050716362126246,0.31893687707641194,0.11515142792523028,0.16436169192219188,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06306858925939375,256,0.5261946097883597,0.4989417989417989,0.4293080357142857,0.4,0.07293812450637263,0.12083502364177551,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.05595182244643729,256,0.5452628968253969,0.5248677248677249,0.5230613425925925,0.5003367003367003,0.0009037745182558336,0.04349933394735263,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06805527755065342,256,0.5302992724867724,0.4978835978835979,0.47008739406779665,0.3737288135593221,0.03816344220809561,0.08226031462985614,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.07101900211198835,256,0.5659143518518519,0.5582010582010581,0.4932453857592722,0.46081175647305805,0.0493433113142646,0.09599462087089465,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06923146327462307,256,0.5262152777777778,0.5015873015873016,0.43253591149167736,0.3783610755441741,0.07235878486777274,0.11499994770442816,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06345286849950715,256,0.5270295965608466,0.4973544973544973,0.3613589098073555,0.20271453590192645,0.13762547909512496,0.19371589441185716,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06282241527158997,256,0.5433242394179896,0.5084656084656085,0.46537239583333334,0.43666666666666665,0.05257097246125812,0.10333271470805407,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06427724424981007,256,0.5631903108465608,0.544973544973545,0.4246990266393442,0.30327868852459017,0.11175310442547423,0.16522946398895896,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06927871407479101,256,0.5242146164021164,0.4973544973544973,0.5561253647859922,0.5431906614785992,-0.06220417281967354,-0.0016173239480780817,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.07440668839488543,256,0.5487185846560847,0.5354497354497354,0.46570428527227725,0.3943894389438944,0.06329770646203649,0.1027308923055784,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06939034445633471,256,0.5342923280423281,0.5095238095238095,0.4173958780017153,0.34305317324185247,0.09771732219924384,0.13607557788198174,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.07042225903974712,256,0.5053488756613757,0.4708994708994709,0.35005386287370344,0.2202562538133008,0.13252335652761565,0.17806666904772872,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06771239977461989,256,0.521370701058201,0.4740740740740741,0.508283367510699,0.4040656205420827,-0.013011227496919039,0.03918589459192316,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06930575076260377,256,0.538682208994709,0.5037037037037037,0.49352286341853036,0.4792332268370607,0.022302000158780824,0.06801669099357645,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06360317694991438,256,0.5348503637566138,0.4973544973544973,0.38842495654235143,0.26738305941845764,0.126765098556684,0.16608571587184057,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.0683981640867568,256,0.5039186507936508,0.4624338624338624,0.5255041011619959,0.5095693779904307,-0.044591503986988135,0.0014206032502979277,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06501248001212909,256,0.5426835317460317,0.508994708994709,0.5413926574150787,0.6213753106876554,-0.02443659217875009,0.02701834084065617,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.07031476473833975,256,0.5159143518518519,0.4708994708994709,0.27227032261794637,0.18131359851988899,0.2069641785000716,0.28032387996773944,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06785480618853235,256,0.5340484457671958,0.5158730158730158,0.45917968750000004,0.43243243243243246,0.05423143038166299,0.09550608615272856,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06836421183931908,256,0.5287367724867725,0.4978835978835979,0.6338578907048008,0.6307456588355465,-0.13285446336842716,-0.0773877730676295,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.05588838857461446,256,0.5468791335978835,0.5275132275132275,0.5356101190476191,0.5047619047619047,-0.01078817560055502,0.03332620470108412,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.07829335776465675,256,0.5309441137566138,0.5026455026455026,0.48196625945317045,0.4363001745200698,0.025306827984425576,0.07264888062246105,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.053711347601531886,256,0.5403769841269841,0.5201058201058201,0.5372209437370957,0.5244322092222987,-0.017293441824206775,0.023605522603983704,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06928757568831459,256,0.5162202380952381,0.4915343915343915,0.3654057459677419,0.34967741935483876,0.12495244590645066,0.17667653834854163,0.06136241235788844
hillstrom,uplift_rf,history,0.1,0.06915675081409323,256,0.5375289351851851,0.5111111111111111,0.4166141235813367,0.3669609079445145,0.09587245686125173,0.1459571663464453,0.06136241235788844
