dataset,model,target_feature,frac,qini_coeff,num_participants,avg_normalised_rank,median_normalised_rank,avg_modified_normalised_rank,median_modified_normalised_rank,ci_low,ci_high,baseline_qini_coeff
hillstrom,lgbm,mens,0.1,0.0526705095010711,576,0.29688762626262627,0.2887878787878788,0.3253746509076401,0.3220825852782765,-0.036290898389002305,-0.020683150901025436,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.059605367765300905,576,0.28233375420875423,0.276969696969697,0.2841753770896327,0.23115420706912732,-0.013644884598122787,0.009961638836365923,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05723994537978771,576,0.29153409090909094,0.2912121212121212,0.3011623538885568,0.2898983861326958,-0.022049249483601957,0.0027927235246701394,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.052146168049837745,576,0.297271148989899,0.2887878787878788,0.31737325882734047,0.2778425655976676,-0.02984674152356901,-0.010357478151313928,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05767631231047449,576,0.28682817760942764,0.2812121212121212,0.34551820524745186,0.3324032089291943,-0.06924788681647477,-0.048132168459573736,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.057255799009455446,576,0.29093539562289567,0.2878787878787879,0.31071778749280365,0.28432642487046633,-0.029405725159211325,-0.0101590585806048,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05660983703586002,576,0.29358585858585856,0.2927272727272727,0.30988380698638246,0.30532859680284197,-0.0246920879999312,-0.00790380880111657,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.052127736805712845,576,0.2976183712121212,0.2906060606060606,0.31053342130877515,0.3049191374663073,-0.020956719511976557,-0.004873380681331188,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05749346329116265,576,0.29307396885521886,0.2906060606060606,0.3380206249166333,0.3130252100840336,-0.05831475289581142,-0.03157855922701752,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05204133564227287,576,0.282120686026936,0.2690909090909091,0.32757424934725843,0.29422323759791125,-0.057446178015569144,-0.03346094862507576,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05674574228097598,576,0.29657354797979796,0.2887878787878788,0.3324168217260322,0.32854864433811803,-0.045406686868844394,-0.02627986062362416,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05057379361344479,576,0.27919454966329965,0.2812121212121212,0.29429279397985475,0.289353478566409,-0.024084955532637082,-0.006111533100473122,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.06119576125888199,576,0.2846127946127946,0.2865151515151515,0.2771795568635769,0.27648743238943685,2.929841953771932e-05,0.01483717707889769,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.057962143416959856,576,0.2817134890572391,0.28484848484848485,0.2979267039037132,0.2831956797966963,-0.02565787068115654,-0.006768559011791584,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05470376801020432,576,0.30581123737373733,0.2965151515151515,0.21792556152580117,0.09047342433923904,0.06833820873960382,0.10743314295626862,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.055368173032342954,576,0.28626999158249156,0.2887878787878788,0.30939451442721794,0.29457364341085274,-0.030969039764339137,-0.01528000592511354,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05873559269198185,576,0.28737478956228957,0.2812121212121212,0.30880518612605434,0.2961745367603108,-0.03093703530650317,-0.011923757821026353,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05547304825373592,576,0.2862421085858586,0.2812121212121212,0.308542564171603,0.2924071082390953,-0.029180380239456898,-0.015420530932031822,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.057709002102529966,576,0.28368055555555555,0.28833333333333333,0.2903889731446005,0.2800127713920817,-0.014913258762815736,0.0014964235847257723,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.054969605581317714,576,0.293348063973064,0.2878787878787879,0.3393298470154864,0.3102165087956698,-0.05800466850909042,-0.03395889757575443,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05174855015287098,576,0.2818949915824916,0.2696969696969697,0.3230087058212059,0.3026680526680527,-0.05072325067343543,-0.03150417780399305,0.056185482371355754
hillstrom,lgbm,mens,0.1,0.05359427019313265,576,0.3112484217171717,0.2957575757575758,0.3300208243669751,0.32198192382182056,-0.029211318985882133,-0.008333486313724651,0.056185482371355754
