dataset,model,target_feature,frac,qini_coeff,num_participants,avg_normalised_rank,median_normalised_rank,avg_modified_normalised_rank,median_modified_normalised_rank,ci_low,ci_high,baseline_qini_coeff
hillstrom,mlp,mens,0.1,0.03774186311028307,576,0.3713546735379988,0.3073962664779262,0.42287534667291654,0.3906222534716119,-0.07645208033548895,-0.02658926593434663,0.03208196631245275
hillstrom,mlp,mens,0.1,0.022074229787077602,576,0.37199563537703856,0.3172166681412014,0.45838771533444483,0.3531631130999386,-0.11734820864073708,-0.055435951274075294,0.03208196631245275
hillstrom,mlp,mens,0.1,0.034705739423224795,576,0.38263624701406707,0.3287180394585508,0.3105589673541532,0.2339163297591844,0.04550652095129451,0.09864803836853311,0.03208196631245275
hillstrom,mlp,mens,0.1,0.03241238364148576,576,0.4061251253354567,0.35826771653543305,0.41782088269335516,0.4146533613445378,-0.037678614387146474,0.014287099671349564,0.03208196631245275
hillstrom,mlp,mens,0.1,0.016071408562970065,576,0.38597361074247744,0.33004512076439885,0.42536355167799655,0.40172292545710264,-0.06033128159805653,-0.018448600272981765,0.03208196631245275
hillstrom,mlp,mens,0.1,0.007077323729197524,576,0.3930533744728538,0.34092718747235246,0.41337103436476513,0.3647602287725473,-0.04764606209233416,0.00701074230851155,0.03208196631245275
hillstrom,mlp,mens,0.1,0.019225015241525565,576,0.3883709585459121,0.33539768203131914,0.38763912702599723,0.34845687153785276,-0.020575257521074444,0.022038920560904143,0.03208196631245275
hillstrom,mlp,mens,0.1,0.030654142443204767,576,0.38392600415818806,0.3295585242855879,0.4107212791344577,0.37829409697821503,-0.052516543949006705,-0.001074006003532555,0.03208196631245275
hillstrom,mlp,mens,0.1,0.009707463343271562,576,0.37940409748640974,0.32110943997168895,0.46238278660153664,0.42374517374517373,-0.11085645637184785,-0.05510092185840596,0.03208196631245275
hillstrom,mlp,mens,0.1,-0.005171308362745434,576,0.39019723131518674,0.3421215606476157,0.5697979781348788,0.5596241657885493,-0.20554375098808222,-0.15365774265130197,0.03208196631245275
hillstrom,mlp,mens,0.1,0.02872725658974684,576,0.37471799522250726,0.3097850128284526,0.47665114242787876,0.5021511985248924,-0.1286820420898715,-0.07518425232087139,0.03208196631245275
hillstrom,mlp,mens,0.1,0.04374097242823016,576,0.38334632767111976,0.33415907281252766,0.3633786661397963,0.2945205479452055,-0.00928302817152167,0.049218351234168636,0.03208196631245275
hillstrom,mlp,mens,0.1,0.029775654375280618,576,0.372852401525652,0.31549146244359905,0.3478884238564096,0.3129108598474888,0.0010416696095480633,0.04888628572893661,0.03208196631245275
hillstrom,mlp,mens,0.1,0.05169739870971931,576,0.3835959234028331,0.31350084048482707,0.38624428011212697,0.3189170182841069,-0.026637595037337727,0.02134088161875008,0.03208196631245275
hillstrom,mlp,mens,0.1,0.03213370594939611,576,0.38360176010302083,0.3231000619304609,0.269522709748575,0.21574139142656362,0.08753312865168845,0.1406249720572032,0.03208196631245275
hillstrom,mlp,mens,0.1,0.05722599268010477,576,0.39883769795629476,0.3379633725559586,0.44828761233570447,0.4474400632299991,-0.07215556086325416,-0.02674426789556519,0.03208196631245275
hillstrom,mlp,mens,0.1,0.023523621955401842,576,0.3889951782712554,0.3328762275502079,0.38501161989384475,0.3608691827219143,-0.025928288905917904,0.033895405660739224,0.03208196631245275
hillstrom,mlp,mens,0.1,-0.008806760243956735,576,0.3723009869552823,0.31947270636114306,0.47049084290682447,0.44052224371373305,-0.12251839687482784,-0.07386131502825664,0.03208196631245275
hillstrom,mlp,mens,0.1,0.036668733308339425,576,0.381480119584771,0.331903034592586,0.41775046235460167,0.3771791502409111,-0.06683133023450305,-0.005709355305158235,0.03208196631245275
hillstrom,mlp,mens,0.1,0.0018445258493109894,576,0.4042911726975139,0.34765106608864904,0.48110943223443225,0.4674725274725275,-0.10268658113799968,-0.05094993793583692,0.03208196631245275
hillstrom,mlp,mens,0.1,0.02908739942698119,576,0.3720936305012435,0.31097938600371583,0.4466992271230368,0.4353297088740793,-0.09881384782096614,-0.05039734542262031,0.03208196631245275
hillstrom,mlp,mens,0.1,0.022425793619259973,576,0.39242685078691003,0.3357515703795453,0.4007706327255344,0.3448502941434718,-0.036137242330324434,0.01944967845307579,0.03208196631245275
hillstrom,mlp,mens,0.1,0.01639001445103133,576,0.3889919527264148,0.33570733433601696,0.3324040247791235,0.2798402668070914,0.026093184677567032,0.08708267121701556,0.03208196631245275
hillstrom,mlp,mens,0.1,0.039869540089417455,576,0.39095001204203406,0.31929576218703,0.4730726027831413,0.4598472880463402,-0.11433443111061203,-0.04991075037160225,0.03208196631245275
hillstrom,mlp,mens,0.1,0.037378158345369256,576,0.3979110450028016,0.34765106608864904,0.38538519545152333,0.37139211545230555,-0.012698716609674785,0.03775041571223135,0.03208196631245275
hillstrom,mlp,mens,0.1,0.034722152671906675,576,0.41819342455788533,0.360081394320092,0.3097678620208584,0.2292123979278251,0.08076806179652496,0.136083063277529,0.03208196631245275
hillstrom,mlp,mens,0.1,0.037195318956052575,576,0.38380558381747226,0.32402901884455454,0.5019355539490594,0.4313880126182965,-0.13942636277636253,-0.0968335774868119,0.03208196631245275
hillstrom,mlp,mens,0.1,0.03177627398588693,576,0.41976564727161914,0.36950367159161285,0.44238596273231395,0.4867555477589685,-0.0524432590395188,0.0072026281181292,0.03208196631245275
hillstrom,mlp,mens,0.1,0.011620942849706032,576,0.389905857097919,0.3454392639122357,0.4631842724553532,0.43723057974839447,-0.1077599801021247,-0.03879685061274385,0.03208196631245275
hillstrom,mlp,mens,0.1,0.014752092385203466,576,0.3837330858572454,0.321286384145802,0.49752138674351026,0.5435316833421099,-0.142613823839093,-0.08496277793343669,0.03208196631245275
hillstrom,mlp,mens,0.1,0.017149335791452107,576,0.379775035143079,0.31987083075289746,0.4320924981269035,0.42902180576232596,-0.0849760595180713,-0.019658866449577657,0.03208196631245275
hillstrom,mlp,mens,0.1,0.017780905590749765,576,0.37716879491187194,0.33031053702556845,0.27266882963028105,0.20950580372845584,0.08102497625903698,0.12797495430414493,0.03208196631245275
hillstrom,mlp,mens,0.1,0.01852876986942423,576,0.39828152186735083,0.34021941077590023,0.3596485219767374,0.376819217955462,0.007006218101189884,0.07025978168003702,0.03208196631245275
hillstrom,mlp,mens,0.1,0.03540384987459546,576,0.40007507839609935,0.3441121826063877,0.3659126530731822,0.3432501318333626,0.003587045265697364,0.06473780538013704,0.03208196631245275
