dataset,model,target_feature,frac,qini_coeff,num_participants,avg_normalised_rank,median_normalised_rank,avg_modified_normalised_rank,median_modified_normalised_rank,ci_low,ci_high,baseline_qini_coeff
hillstrom,mlp,history,0.01,0.030702595042021625,25,0.4802760329116164,0.49181633194727065,0.4867148906139732,0.4943542695836274,-0.14710896492587727,0.13423124952116366,0.03208196631245275
hillstrom,mlp,history,0.01,0.01854490259266326,25,0.4475201273998053,0.4084756259400159,0.28898182459855304,0.26460208223045706,0.07137229269041777,0.2457043129120869,0.03208196631245275
hillstrom,mlp,history,0.01,0.004966839279829181,25,0.5014704060868795,0.3043439794744758,0.40720367426249787,0.4319908143437555,-0.055012848664701644,0.24354631231346524,0.03208196631245275
hillstrom,mlp,history,0.01,0.037599283860805514,25,0.5484030788286295,0.5519773511457136,0.4590866531225156,0.5430615669993817,-0.034305868182484406,0.2129387195947122,0.03208196631245275
hillstrom,mlp,history,0.01,-0.006132232106322201,25,0.4518092541803061,0.33362824029018845,0.36507891720306845,0.2870999030067895,-0.04361640411330697,0.2170770780677822,0.03208196631245275
hillstrom,mlp,history,0.01,0.01720160030680314,25,0.3828364151110325,0.3039900911262497,0.3451294697903823,0.33503611062180727,-0.02702756595856809,0.10244145659986856,0.03208196631245275
hillstrom,mlp,history,0.01,0.015437950989056117,25,0.5696434574891621,0.6269132088825975,0.5112715079855289,0.47198447013147443,-0.04392937205075461,0.16067327105802098,0.03208196631245275
hillstrom,mlp,history,0.01,0.026949660848315644,25,0.41779350614881006,0.31177563478722464,0.37727128503437335,0.28362418473470824,-0.0838802338522073,0.1649246760810807,0.03208196631245275
hillstrom,mlp,history,0.01,0.0007206530054374247,25,0.5265186233743253,0.3925506502698399,0.4634669498274489,0.45721617555968497,-0.023682713331200672,0.14978606042495365,0.03208196631245275
hillstrom,mlp,history,0.01,0.021024628714295827,25,0.29277183048748123,0.27797929753162876,0.21296077567210225,0.17664169237549582,0.008241984168450234,0.15138012546230767,0.03208196631245275
hillstrom,mlp,history,0.01,0.03473608699430359,25,0.44630275148190746,0.3750331770326462,0.40146406153302094,0.22402970559632215,-0.1108871716943346,0.20056455159210762,0.03208196631245275
hillstrom,mlp,history,0.01,0.00658481645986382,25,0.46982217110501634,0.4929664690790056,0.39303255484784144,0.33961429582448693,-0.04399372240048992,0.19757295491483973,0.03208196631245275
hillstrom,mlp,history,0.01,0.008996043460949014,25,0.4027532513491993,0.3799876139078121,0.4655977397139325,0.3943139678615575,-0.17152969995491638,0.045840723225449936,0.03208196631245275
hillstrom,mlp,history,0.01,0.02308904921337353,25,0.5365655135804654,0.6058568521631426,0.35749757002739235,0.26279049217990635,0.04347663468627072,0.3146592524198752,0.03208196631245275
hillstrom,mlp,history,0.01,0.006033873964380957,25,0.5205060603379633,0.48659647881093515,0.50252458145097,0.46859775002214543,-0.12610206264852675,0.16206502042251358,0.03208196631245275
hillstrom,mlp,history,0.01,0.010700001550125696,25,0.5287056533663628,0.5790498097850129,0.5070271225373265,0.5131195335276968,-0.1055932667048615,0.14895032836293406,0.03208196631245275
hillstrom,mlp,history,0.01,0.028390440816631255,25,0.4153304432451562,0.3944970361850836,0.399473544739864,0.4086211465418249,-0.08965891743211653,0.12137271444270088,0.03208196631245275
hillstrom,mlp,history,0.01,0.025629311125863495,25,0.5344598779085199,0.6235512695744493,0.3883613222556125,0.24774615520593954,0.04258833430426527,0.24960877700154943,0.03208196631245275
hillstrom,mlp,history,0.01,0.008576716280431123,25,0.43178271255418915,0.2065823232770061,0.5374487190773836,0.5898406549872348,-0.2635066618954935,0.05217464884910465,0.03208196631245275
